form	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
comant	como	_	Plur	3	Ind|Pres|Act	_	_	1	VER

Prorsus	prorsus	Pos	_	_	_	_	_	2	ADV
haud	haud	_	_	_	_	_	_	_	ADVneg
latet	lateo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
bombycem	bombyx	_	Sing	_	_	Acc	_	_	NOM

uermiculi	uermiculus	_	Sing	_	_	Gen	_	_	NOM
genus	genus	_	Sing	_	_	Nom	_	1	NOM
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER

quae	qui	_	Sing	_	_	Nom	Fem	1	PROrel
per	per	_	_	_	_	_	_	_	PRE
aerem	aer	_	Sing	_	_	Acc	_	_	NOM
liquando	liquo	_	Sing	_	Ger|_|Dep	Abl	_	_	VER
araneorum	araneus	_	Plur	_	_	Gen	_	1	NOM
horoscopis	horoscopus	_	Plur	_	_	Abl	_	_	NOM
idonius	idonee	Comp	_	_	_	_	_	_	ADV
distendit	distendo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
dehinc	dehinc	Pos	_	_	_	_	_	_	ADV
deuorat	deuoro	_	Sing	3	Ind|Pres|Act	_	_	_	VER
mox	mox	_	_	_	_	_	_	_	ADV
a	ab	_	_	_	_	_	_	_	PRE
suo	suus	_	Sing	_	_	Abl	MascNeut	_	PROpos.ref
reddere	reddo	_	_	_	Inf|Pres|Act	_	_	_	VER

Proinde	proinde	Pos	_	_	_	_	_	_	ADV
si	si	_	_	_	_	_	_	2	CONsub
necaueris	neco	_	Sing	2	Ind|FutAnt|Act	_	_	_	VER
animata	animatus	Pos	Plur	_	_	Acc	Neut	_	ADJqua
iam	iam	Pos	_	_	_	_	_	_	ADV
stamina	stamen	_	Plur	_	_	Acc	_	_	NOM
uolues	uoluo	_	Sing	2	Ind|Fut|Act	_	_	_	VER

Tantam	tantus	_	Sing	_	_	Acc	Fem	_	PROdem
igitur	igitur	_	_	_	_	_	_	_	CONcoo
paraturam	paro	_	Sing	_	Par|Fut|Act	Acc	Fem	2	VER
materiarum	materia	_	Plur	_	_	Gen	_	_	NOM
ingenia	ingenium	_	Plur	_	_	Nom	_	_	NOM
quoque	quoque	Pos	_	_	_	_	_	_	ADV
uestificinae	uestificina	_	Sing	_	_	Gen	_	_	NOM
prosecuta	prosequor	_	Plur	_	Par|Perf|Dep	Nom	Neut	_	VER
primum	primum	Sup	_	_	_	_	_	_	ADJadv.ord
tegendo	tego	_	Sing	_	Ger|_|Act	Dat	_	_	VER
homini	homo	_	Sing	_	_	Dat	_	_	NOM
qua	qua	_	_	_	_	_	_	1	ADVrel
necessitas	necessitas	_	Sing	_	_	Nom	_	_	NOM
praecessit	praecedo	_	Sing	3	Ind|Perf|Act	_	_	1	VER
dehinc	dehinc	Pos	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
ornando	orno	_	Sing	_	Ger|_|Act	Dat	_	_	VER
immo	immo	Pos	_	_	_	_	_	_	ADV
et	et	_	_	_	_	_	_	2	CONcoo
inflando	inflo	_	Sing	_	Ger|_|Act	Dat	_	_	VER
qua	qua	_	_	_	_	_	_	1	ADVrel
ambitio	ambitio	_	Sing	_	_	Nom	_	_	NOM
successit	succedo	_	Sing	3	Ind|Perf|Act	_	_	1	VER
uarias	uarius	Pos	Plur	_	_	Acc	Fem	_	ADJqua
indumentorum	indumentum	_	Plur	_	_	Gen	_	_	NOM
formas	forma	_	Plur	_	_	Acc	_	_	NOM
promulgare	promulgo	_	_	_	Inf|Pres|Act	_	_	_	VER

Quarum	qui	_	Plur	_	_	Gen	Fem	1	PROrel
pars	pars	_	Sing	_	_	Nom	_	_	NOM
gentilitus	gentilitus	_	_	_	_	_	_	_	ADV
inhabitantur	inhabito	_	Plur	3	Ind|Pres|Pass	_	_	_	VER
ceteris	ceterus	Pos	Plur	_	_	Abl	Com	_	ADJqua
incommunes	incommunis	Pos	Plur	_	_	Nom	MascFem	_	ADJqua
pars	pars	_	Sing	_	_	Nom	_	_	NOM
uero	uero	_	_	_	_	_	_	4	CONcoo
passiuitus	passiuitus	_	_	_	_	_	_	_	ADV
omnibus	omnis	_	Plur	_	_	Dat	Com	_	PROind
utiles	utilis	Pos	Plur	_	_	Nom	MascFem	_	ADJqua
ut	ut	_	_	_	_	_	_	1	ADVrel
hoc	hic	_	Sing	_	_	Nom	Neut	1	PROdem
pallium	pallium	_	Sing	_	_	Nom	_	_	NOM
etsi	etsi	_	_	_	_	_	_	2	CONsub
Graecum	Graecus	Pos	Sing	_	_	Nom	Neut	_	ADJqua
magis	magis	Comp	_	_	_	_	_	2	ADV
sed	sed	_	_	_	_	_	_	_	CONcoo
lingua	lingua	_	Sing	_	_	Nom	_	_	NOM
iam	iam	Pos	_	_	_	_	_	_	ADV
penes	penes	_	_	_	_	_	_	_	PRE
Latium	Latium	_	Sing	_	_	Acc	_	_	NOM
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER

Cum	cum	_	_	_	_	_	_	2	PRE
uoce	uox	_	Sing	_	_	Abl	_	_	NOM
uestis	uestis	_	Sing	_	_	Nom	_	_	NOM
intrauit	intro	_	Sing	3	Ind|Perf|Act	_	_	1	VER

Atque	atque	_	_	_	_	_	_	1	CONcoo
adeo	adeo	Pos	_	_	_	_	_	2	ADV
ipse	ipse	_	Sing	_	_	Nom	Masc	_	PROdem
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
Graecos	Graeci	_	Plur	_	_	Acc	_	_	NOM
praeter	praeter	_	_	_	_	_	_	2	PRE
urbem	urbs	_	Sing	_	_	Acc	_	_	NOM
censebat	censeo	_	Sing	3	Ind|Impa|Act	_	_	_	VER
litteras	littera	_	Plur	_	_	Acc	_	_	NOM
eorum	is	_	Plur	_	_	Gen	MascNeut	_	PROdem
uocemque	uox	_	Sing	_	_	Acc	_	_	NOM
uocemque	que	_	_	_	_	_	_	_	CONcoo
senex	senex	_	Sing	_	_	Nom	_	1	NOM
iam	iam	Pos	_	_	_	_	_	_	ADV
eruditus	erudio	_	Sing	_	Par|Perf|Pass	Nom	Masc	_	VER
idem	idem	_	Sing	_	_	Nom	MascNeut	_	PROdem
Cato	Cato	_	Sing	_	_	Nom	_	_	NOM
iuridicinae	iuridicina	_	Sing	_	_	Gen	_	_	NOM
suae	suus	_	Sing	_	_	Gen	Fem	_	PROpos.ref
in	in	_	_	_	_	_	_	_	PRE
tempore	tempus	_	Sing	_	_	Abl	_	1	NOM
humerum	humerus	_	Sing	_	_	Acc	_	_	NOM
exertus	exsertus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
haud	haud	_	_	_	_	_	_	_	ADVneg
minus	parum	Comp	_	_	_	_	_	2	ADV
palliato	palliatus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
habitu	habitus	_	Sing	_	_	Abl	_	1	NOM
Graecis	Graeci	_	Plur	_	_	Abl	_	_	NOM
fauit	faueo	_	Sing	3	Ind|Perf|Act	_	_	_	VER

