form	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
ne	ne	_	_	_	_	_	_	4	CONsub
eadem	idem	_	Sing	_	_	Abl	Fem	_	PROdem
occidente	occido	_	Sing	_	Par|Pres|Act	Abl	Com	1	VER
perturbationum	perturbatio	_	Plur	_	_	Gen	_	_	NOM
tenebrae	tenebrae	_	Plur	_	_	Nom	_	_	NOM
auctore	auctor	_	Sing	_	_	Abl	_	_	NOM
suo	suus	_	Sing	_	_	Abl	MascNeut	_	PROpos.ref
diabolo	diabolus	_	Sing	_	_	Abl	_	_	NOM
uniuersum	uniuersus	Pos	Sing	_	_	Acc	MascNeut	_	ADJqua
nostri	noster	_	Plur	_	_	Gen	MascNeut	_	PROpos
cordis	cor	_	Sing	_	_	Gen	_	_	NOM
occupent	occupo	_	Plur	3	Sub|Pres|Act	_	_	2	VER
sensum	sensus	_	Sing	_	_	Acc	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
tenebris	tenebrae	_	Plur	_	_	Abl	_	_	NOM
irae	ira	_	Sing	_	_	Gen	_	_	NOM
possessi	possideo	_	Plur	_	Par|Perf|Pass	Nom	Masc	_	VER
uelut	uelut	_	_	_	_	_	_	1	ADVrel
in	in	_	_	_	_	_	_	_	PRE
nocte	nox	_	Sing	_	_	Abl	_	_	NOM
caeca	caecus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
nos	nos	_	Plur	_	_	Acc	_	_	PROper
agere	ago	_	_	_	Inf|Pres|Act	_	_	_	VER
oporteat	oportet	_	Sing	3	Sub|Pres|Act	_	_	_	VER
ignoremus	ignoro	_	Plur	1	Sub|Pres|Act	_	_	_	VER

tali	talis	_	Sing	_	_	Abl	Com	_	PROdem
sensu	sensus	_	Sing	_	_	Abl	_	_	NOM
hunc	hic	_	Sing	_	_	Acc	Masc	1	PROdem
apostoli	apostolus	_	Sing	_	_	Gen	_	_	NOM
locum	locus	_	Sing	_	_	Acc	_	_	NOM
institutis	institutum	_	Plur	_	_	Abl	_	_	NOM
seniorum	senior	_	Plur	_	_	Gen	_	_	NOM
traditum	trado	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	_	VER
nobis	nos	_	Plur	_	_	Dat	_	_	PROper
quia	quia	_	_	_	_	_	_	_	CONsub
necesse	necesse	Pos	_	_	_	Ind	_	_	ADJqua
fuit	sum	_	Sing	3	Ind|Perf|Act	_	_	1	VER
quemadmodum	quemadmodum	_	_	_	_	_	_	1	ADVrel
de	de	_	_	_	_	_	_	_	PRE
ira	ira	_	Sing	_	_	Abl	_	_	NOM
sentirent	sentio	_	Plur	3	Sub|Impa|Act	_	_	_	VER
licet	licet	_	_	_	_	_	_	3	CONsub
longiore	longus	Comp	Sing	_	_	Abl	Com	_	ADJqua
sermone	sermo	_	Sing	_	_	Abl	_	_	NOM
protulimus	profero	_	Plur	1	Ind|Perf|Act	_	_	_	VER
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
eam	is	_	Sing	_	_	Acc	Fem	_	PROdem
ne	ne	_	_	_	_	_	_	4	CONsub
ad	ad	_	_	_	_	_	_	2	PRE
momentum	momentum	_	Sing	_	_	Acc	_	_	NOM
quidem	quidem	Pos	_	_	_	_	_	_	ADV
cor	cor	_	Sing	_	_	Acc	_	_	NOM
nostrum	noster	_	Sing	_	_	Acc	MascNeut	_	PROpos
penetrare	penetro	_	_	_	Inf|Pres|Act	_	_	_	VER
permittunt	permitto	_	Plur	3	Ind|Pres|Act	_	_	_	VER
illud	ille	_	Sing	_	_	Acc	Neut	_	PROdem
euangelii	euangelium	_	Sing	_	_	Gen	_	_	NOM
omnimodis	omnimodis	Pos	_	_	_	_	_	_	ADV
obseruantes	obseruo	_	Plur	_	Par|Pres|Act	Nom	MascFem	_	VER
qui	qui	_	Sing	_	_	Nom	Masc	1	PROrel
irascitur	irascor	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
fratri	frater	_	Sing	_	_	Dat	_	_	NOM
suo	suus	_	Sing	_	_	Dat	MascNeut	_	PROpos.ref
reus	reus	_	Sing	_	_	Nom	_	_	NOM
erit	sum	_	Sing	3	Ind|Fut|Act	_	_	1	VER
iudicio	iudicium	_	Sing	_	_	Abl	_	_	NOM

ceterum	ceterum	Pos	_	_	_	_	_	2	ADV
si	si	_	_	_	_	_	_	2	CONsub
usque	usque	Pos	_	_	_	_	_	_	ADV
occasum	occasus	_	Sing	_	_	Acc	_	_	NOM
solis	sol	_	Sing	_	_	Gen	_	_	NOM
sit	sum	_	Sing	3	Sub|Pres|Act	_	_	1	VER
irasci	irascor	_	_	_	Inf|Pres|Dep	_	_	_	VER
ante	ante	_	_	_	_	_	_	1	ADV
furoris	furor	_	Sing	_	_	Gen	_	1	NOM
satietas	satietas	_	Sing	_	_	Nom	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
ultrices	ultrix	_	Plur	_	_	Nom	MascFem	_	NOM
irae	ira	_	Plur	_	_	Nom	_	_	NOM
commotionem	commotio	_	Sing	_	_	Acc	_	_	NOM
poterunt	possum	_	Plur	3	Ind|Fut|Act	_	_	1	VER
noxiae	noxius	Pos	Sing	_	_	Gen	Fem	_	ADJqua
perturbationis	perturbatio	_	Sing	_	_	Gen	_	_	NOM
explere	expleo	_	_	_	Inf|Pres|Act	_	_	_	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
sol	sol	_	Sing	_	_	Nom	_	_	NOM
iste	iste	_	Sing	_	_	Nom	Masc	_	PROdem
ad	ad	_	_	_	_	_	_	2	PRE
locum	locus	_	Sing	_	_	Acc	_	_	NOM
sui	suus	_	Sing	_	_	Gen	MascNeut	_	PROpos.ref
uergat	uergo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
occasus	occasus	_	Sing	_	_	Gen	_	_	NOM

