form	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
ut	ut	_	_	_	_	_	_	1	ADVrel
Iohannes	Ioannes	_	Sing	_	_	Nom	_	_	NOM
ut	ut	_	_	_	_	_	_	1	ADVrel
Basilius	Basilius	_	Sing	_	_	Nom	_	_	NOM
corripit	corripio	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Gregorius	Gregorius	_	Sing	_	_	Nom	_	_	NOM
consolatur	consolor	_	Sing	3	Ind|Pres|Dep	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Orosius	Orosius	_	Sing	_	_	Nom	_	_	NOM
affluit	affluo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Rufinus	Rufinus	_	Sing	_	_	Nom	_	_	NOM
stringitur	stringo	_	Sing	3	Ind|Pres|Pass	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Eusebius	Eusebius	_	Sing	_	_	Nom	_	_	NOM
narrat	narro	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Eucherius	Eucherius	_	Sing	_	_	Nom	_	_	NOM
sollicitat	sollicito	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Paulinus	Paulinus	_	Sing	_	_	Nom	_	_	NOM
prouocat	prouoco	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
Ambrosius	Ambrosius	_	Sing	_	_	Nom	_	_	NOM
perseuerat	perseuero	_	Sing	3	Ind|Pres|Act	_	_	_	VER

iam	iam	Pos	_	_	_	_	_	_	ADV
uero	uero	_	_	_	_	_	_	4	CONcoo
de	de	_	_	_	_	_	_	_	PRE
hymno	hymnus	_	Sing	_	_	Abl	_	_	NOM
tuo	tuus	_	Sing	_	_	Abl	MascNeut	_	PROpos
si	si	_	_	_	_	_	_	2	CONsub
percontere	percunctor	_	Sing	2	Ind|Pres|Dep	_	_	_	VER
quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
sentiam	sentio	_	Sing	1	Sub|Pres|Act	_	_	_	VER
commaticus	commaticus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
copiosus	copiosus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
dulcis	dulcis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
elatus	effero	_	Sing	_	Par|Perf|Pass	Nom	Masc	2	VER
et	et	_	_	_	_	_	_	2	CONcoo
quoslibet	quilibet	_	Plur	_	_	Acc	Masc	_	PROind
lyricos	lyricus	Pos	Plur	_	_	Acc	Masc	_	ADJqua
dithyrambos	dithyrambus	_	Plur	_	_	Acc	_	_	NOM
amoenitate	amoenitas	_	Sing	_	_	Abl	_	_	NOM
poetica	poeticus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
historica	historicus	Pos	Sing	_	_	Abl	Fem	2	ADJqua
ueritate	ueritas	_	Sing	_	_	Abl	_	_	NOM
supereminet	superemineo	_	Sing	3	Ind|Pres|Act	_	_	_	VER

idque	is界que	_	Sing	_	_	Nom	Neut	_	PROdem
tuum	tuus	_	Sing	_	_	Nom	Neut	_	PROpos
in	in	_	_	_	_	_	_	_	PRE
illo	ille	_	Sing	_	_	Abl	MascNeut	_	PROdem
peculiare	peculiaris	Pos	Sing	_	_	Nom	Neut	_	ADJqua
quod	quod	_	_	_	_	_	_	2	CONsub
seruatis	seruo	_	Plur	_	Par|Perf|Pass	Abl	Com	_	VER
metrorum	metrum	_	Plur	_	_	Gen	_	_	NOM
pedibus	pes	_	Plur	_	_	Abl	_	_	NOM
pedum	pes	_	Plur	_	_	Gen	_	_	NOM
syllabis	syllaba	_	Plur	_	_	Abl	_	_	NOM
syllabarumque	syllaba界que	_	Plur	_	_	Gen	_	_	NOM
naturis	natura	_	Plur	_	_	Abl	_	_	NOM
intra	intra	_	_	_	_	_	_	2	PRE
spatii	spatium	_	Sing	_	_	Gen	_	_	NOM
sui	suus	_	Sing	_	_	Gen	MascNeut	_	PROpos.ref
terminum	terminus	_	Sing	_	_	Acc	_	_	NOM
uerba	uerbum	_	Plur	_	_	Acc	_	_	NOM
ditia	dis	Pos	Plur	_	_	Acc	Neut	_	ADJqua
uersus	uersus	_	Sing	_	_	Nom	_	1	NOM
pauper	pauper	Pos	Sing	_	_	Nom	Com	_	ADJqua
includit	includo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
nec	nec	_	_	_	_	_	_	2	CONcoo
artati	arto	_	Sing	_	Par|Perf|Pass	Gen	MascNeut	_	VER
carminis	carmen	_	Sing	_	_	Gen	_	1	NOM
breuitas	breuitas	_	Sing	_	_	Nom	_	_	NOM
longitudinem	longitudo	_	Sing	_	_	Acc	_	_	NOM
phalerati	phaleratus	Pos	Sing	_	_	Gen	MascNeut	_	ADJqua
sermonis	sermo	_	Sing	_	_	Gen	_	_	NOM
eliminat	elimino	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ita	ita	Pos	_	_	_	_	_	_	ADV
tibi	tu	_	Sing	_	_	Dat	_	_	PROper
facile	facilis	Pos	Sing	_	_	Nom	Neut	_	ADJqua
factu	facio	_	_	_	SupUm|_|Act	_	_	_	VER
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
minutis	minutus	Pos	Plur	_	_	Abl	Com	2	ADJqua
trochaeis	trochaeus	_	Plur	_	_	Abl	_	_	NOM
minutioribusque	minutus界que	Comp	Plur	_	_	Abl	Com	2	ADJqua
pyrrhichiis	pyrrhichius	Pos	Plur	_	_	Abl	Com	_	ADJqua
non	non	_	_	_	_	_	_	_	ADVneg
solum	solum	Pos	_	_	_	_	_	2	ADV
molossicas	Molossicus	Pos	Plur	_	_	Acc	Fem	_	ADJqua
anapaesticasque	anapaesticus界que	Pos	Plur	_	_	Acc	Fem	_	NOM
ternarias	ternarius	Pos	Plur	_	_	Acc	Fem	_	ADJqua
sed	sed	_	_	_	_	_	_	_	CONcoo
epitritorum	epitritus	_	Plur	_	_	Gen	_	_	NOM
etiam	etiam	Pos	_	_	_	_	_	_	ADV
paeonumque	paeon界que	_	Plur	_	_	Gen	_	_	NOM
quaternas	quaternus	Pos	Plur	_	_	Acc	Fem	_	ADJqua
superuenire	superuenio	_	_	_	Inf|Pres|Act	_	_	_	VER
iuncturas	iunctura	_	Plur	_	_	Acc	_	_	NOM

excrescit	excresco	_	Sing	3	Ind|Pres|Act	_	_	_	VER
amplitudo	amplitudo	_	Sing	_	_	Nom	_	_	NOM
proloquii	proloquium	_	Sing	_	_	Gen	_	_	NOM
angustias	angustia	_	Plur	_	_	Acc	_	_	NOM
regulares	regularis	_	Plur	_	_	Acc	MascFem	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
tamquam	tamquam	_	_	_	_	_	_	1	ADVrel
paruo	paruus	Pos	Sing	_	_	Abl	MascNeut	2	ADJqua
auro	aurum	_	Sing	_	_	Abl	_	_	NOM
grandis	grandis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
gemma	gemma	_	Sing	_	_	Nom	_	_	NOM
uix	uix	Pos	_	_	_	_	_	_	ADV
capitur	capio	_	Sing	3	Ind|Pres|Pass	_	_	2	VER
emicatque	emico界que	_	Sing	3	Ind|Pres|Act	_	_	_	VER
ut	ut	_	_	_	_	_	_	1	ADVrel
equi	equus	_	Sing	_	_	Gen	_	_	NOM
potentis	potens	Pos	Sing	_	_	Gen	Com	_	ADJqua
animositas	animositas	_	Sing	_	_	Nom	_	_	NOM
cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
frementi	fremo	_	Sing	_	Par|Pres|Act	Dat	Com	_	VER
si	si	_	_	_	_	_	_	2	CONsub
inter	inter	_	_	_	_	_	_	_	PRE
tesqua	tesca	_	Plur	_	_	Acc	_	_	NOM
uel	uel	_	_	_	_	_	_	2	CONcoo
confraga	confragus	Pos	Plur	_	_	Acc	Neut	_	ADJqua
frenorum	frenum	_	Plur	_	_	Gen	_	_	NOM
lege	lex	_	Sing	_	_	Abl	_	_	NOM
teneatur	teneo	_	Sing	3	Sub|Pres|Pass	_	_	_	VER
intellegis	intelligo	_	Sing	2	Ind|Pres|Act	_	_	_	VER
non	non	_	_	_	_	_	_	_	ADVneg
tam	tam	Pos	_	_	_	_	_	_	ADV
cursum	cursus	_	Sing	_	_	Acc	_	_	NOM
deesse	desum	_	_	_	Inf|Pres|Act	_	_	1	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
campum	campus	_	Sing	_	_	Acc	_	1	NOM

quid	quis	_	Sing	_	_	Acc	Neut	1	PROint
multis	multus	_	Plur	_	_	Dat	Com	_	ADJqua

arbitro	arbiter	_	Sing	_	_	Abl	_	_	NOM
me	ego	_	Sing	_	_	Abl	_	_	PROper
in	in	_	_	_	_	_	_	_	PRE
utroque	uterque	_	Sing	_	_	Abl	MascNeut	_	PROind
genere	genus	_	Sing	_	_	Abl	_	1	NOM
dicendi	dico	_	Sing	_	Ger|_|Act	Gen	_	2	VER
nec	nec	_	_	_	_	_	_	2	CONcoo
Athenae	Athenae	_	Plur	_	_	Nom	_	_	NOM
sic	sic	Pos	_	_	_	_	_	_	ADV
Atticae	Atticus	Pos	Plur	_	_	Nom	Fem	_	ADJqua
nec	nec	_	_	_	_	_	_	2	CONcoo
Musae	musa	_	Plur	_	_	Nom	_	_	NOM
sic	sic	Pos	_	_	_	_	_	_	ADV
musicae	musicus	Pos	Plur	_	_	Nom	Fem	2	ADJqua
iudicabuntur	iudico	_	Plur	3	Ind|Fut|Pass	_	_	_	VER
si	si	_	_	_	_	_	_	2	CONsub
modo	modo	Pos	_	_	_	_	_	1	ADV
mihi	ego	_	Sing	_	_	Dat	_	_	PROper
uel	uel	_	_	_	_	_	_	2	CONcoo
censendi	censeo	_	Sing	_	Ger|_|Act	Gen	_	_	VER
copiam	copia	_	Sing	_	_	Acc	_	_	NOM
desidia	desidia	_	Sing	_	_	Nom	_	1	NOM
longior	longus	Comp	Sing	_	_	Nom	MascFem	_	ADJqua
non	non	_	_	_	_	_	_	_	ADVneg
ademit	adimo	_	Sing	3	Ind|Perf|Act	_	_	_	VER

nam	nam	_	_	_	_	_	_	_	CONcoo
dum	dum	_	_	_	_	_	_	2	CONsub
inpactae	impingo	_	Sing	_	Par|Perf|Pass	Gen	Fem	_	VER
professionis	professio	_	Sing	_	_	Gen	_	_	NOM
obtentu	obtentus	_	Sing	_	_	Abl	_	_	NOM
nouum	nouus	Pos	Sing	_	_	Acc	Masc	_	ADJqua
scribendi	scribo	_	Sing	_	Ger|_|Act	Gen	_	_	VER
morem	mos	_	Sing	_	_	Acc	_	_	NOM
gradatim	gradatim	Pos	_	_	_	_	_	_	ADV
appeto	appeto	_	Sing	1	Ind|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
ueterem	uetus	Pos	Sing	_	_	Acc	MascFem	_	ADJqua
saltuatim	saltuatim	Pos	_	_	_	_	_	_	ADV
dedisco	dedisco	_	Sing	1	Ind|Pres|Act	_	_	_	VER
de	de	_	_	_	_	_	_	_	PRE
bono	bonus	Pos	Sing	_	_	Abl	MascNeut	_	ADJqua
oratore	orator	_	Sing	_	_	Abl	_	_	NOM
nil	nihil	_	_	_	_	Ind	_	_	PROind
amplius	ample	Comp	_	_	_	_	_	_	ADJqua
habeo	habeo	_	Sing	1	Ind|Pres|Act	_	_	_	VER
quam	quam	_	_	_	_	_	_	1	ADVrel
quod	quod	_	_	_	_	_	_	2	CONsub
malus	malus	Pos	Sing	_	_	Nom	Masc	3	ADJqua
poeta	poeta	_	Sing	_	_	Nom	_	_	NOM
esse	sum	_	_	_	Inf|Pres|Act	_	_	1	VER
plus	multum	Comp	Sing	_	_	Nom	Com	2	ADV
coepi	coepio	_	Sing	1	Ind|Perf|Act	_	_	_	VER

proin	proinde	Pos	_	_	_	_	_	_	ADV
quaeso	quaeso	_	Sing	1	Ind|Pres|Act	_	_	_	VER
delicti	delictum	_	Sing	_	_	Gen	_	_	NOM
huius	hic	_	Sing	_	_	Gen	Com	1	PROdem
mihi	ego	_	Sing	_	_	Dat	_	_	PROper
gratiam	gratia	_	Sing	_	_	Acc	_	_	NOM
facias	facio	_	Sing	2	Sub|Pres|Act	_	_	_	VER
quod	quod	_	_	_	_	_	_	2	CONsub
aliquantisper	aliquantisper	Pos	_	_	_	_	_	_	ADV
mei	ego	_	Sing	_	_	Gen	_	_	PROper
meminens	memini	_	Sing	_	Par|Pres|Act	Nom	Com	_	VER
arentem	areo	_	Sing	_	Par|Pres|Act	Acc	MascFem	_	VER
uenulam	uenula	_	Sing	_	_	Acc	_	_	NOM
rarius	raro	Comp	_	_	_	_	_	_	ADV
flumini	flumen	_	Sing	_	_	Dat	_	_	NOM
tuo	tuus	_	Sing	_	_	Dat	MascNeut	_	PROpos
misceo	misceo	_	Sing	1	Ind|Pres|Act	_	_	_	VER

tuam	tuus	_	Sing	_	_	Acc	Fem	_	PROpos
tubam	tuba	_	Sing	_	_	Acc	_	_	NOM
totus	totus	_	Sing	_	_	Nom	Masc	_	PROind
qua	qua	_	_	_	_	_	_	3	ADV
patet	pateo	_	Sing	3	Ind|Pres|Act	_	_	_	VER
orbis	orbis	_	Sing	_	_	Nom	_	_	NOM
iure	iure	_	_	_	_	_	_	_	ADV
uenerabitur	ueneror	_	Sing	3	Ind|Fut|Dep	_	_	_	VER
quam	qui	_	Sing	_	_	Acc	Fem	1	PROrel
constat	consto	_	Sing	3	Ind|Pres|Act	_	_	_	VER
geminata	gemino	_	Sing	_	Par|Perf|Pass	Abl	Fem	_	VER
felicitate	felicitas	_	Sing	_	_	Abl	_	_	NOM
cecinisse	cano	_	_	_	Inf|Perf|Act	_	_	_	VER
quando	quando	_	_	_	_	_	_	3	CONsub
nec	nec	_	_	_	_	_	_	2	CONcoo
aemulum	aemulus	_	Sing	_	_	Acc	_	1	NOM
repperit	reperio	_	Sing	3	Ind|Perf|Act	_	_	_	VER
nec	nec	_	_	_	_	_	_	2	CONcoo
aequalem	aequalis	Pos	Sing	_	_	Acc	MascFem	2	ADJqua
cum	cum	_	_	_	_	_	_	3	CONsub
pridem	pridem	Pos	_	_	_	_	_	_	ADV
aures	auris	_	Plur	_	_	Acc	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
ora	os	_	Plur	_	_	Acc	_	1	NOM
populorum	populus	_	Plur	_	_	Gen	_	1	NOM
me	ego	_	Sing	_	_	Abl	_	_	PROper
etiam	etiam	Pos	_	_	_	_	_	_	ADV
circumferente	circumfero	_	Sing	_	Par|Pres|Act	Abl	Com	_	VER
peruagaretur	peruagor	_	Sing	3	Sub|Impa|Dep	_	_	2	VER

nobis	nos	_	Plur	_	_	Dat	_	_	PROper
autem	autem	_	_	_	_	_	_	_	CONcoo
grandis	grandis	Pos	Sing	_	_	Nom	MascFem	_	ADJqua
audacia	audacia	_	Sing	_	_	Nom	_	_	NOM
si	si	_	_	_	_	_	_	2	CONsub
uel	uel	Pos	_	_	_	_	_	2	CONcoo
apud	apud	_	_	_	_	_	_	_	PRE
municipales	municipalis	Pos	Plur	_	_	Acc	MascFem	_	ADJqua
et	et	_	_	_	_	_	_	2	CONcoo
cathedrarios	cathedrarius	Pos	Plur	_	_	Acc	Masc	_	ADJqua
oratores	orator	_	Plur	_	_	Acc	_	_	NOM
aut	aut	_	_	_	_	_	_	_	CONcoo
forenses	forensis	Pos	Plur	_	_	Acc	MascFem	_	ADJqua
rabulas	rabula	_	Plur	_	_	Acc	_	_	NOM
garriamus	garrio	_	Plur	1	Sub|Pres|Act	_	_	_	VER
qui	qui	_	Plur	_	_	Nom	Masc	1	PROrel
etiam	etiam	Pos	_	_	_	_	_	_	ADV
cum	cum	_	_	_	_	_	_	3	CONsub
perorant	peroro	_	Plur	3	Ind|Pres|Act	_	_	_	VER
salua	saluus	Pos	Sing	_	_	Abl	Fem	_	ADJqua
pace	pax	_	Sing	_	_	Abl	_	_	NOM
potiorum	potius	Comp	Plur	_	_	Gen	Com	_	ADJqua
turba	turba	_	Sing	_	_	Nom	_	_	NOM
numerosior	numerosus	Comp	Sing	_	_	Nom	MascFem	_	ADJqua
illitteratissimis	illitteratus	Sup	Plur	_	_	Abl	Com	_	ADJqua
litteris	littera	_	Plur	_	_	Abl	_	_	NOM
uacant	uaco	_	Plur	3	Ind|Pres|Act	_	_	_	VER

nam	nam	_	_	_	_	_	_	_	CONcoo
te	tu	_	Sing	_	_	Acc	_	_	PROper
cui	qui	_	Sing	_	_	Dat	Com	1	PROrel
seu	seu	_	_	_	_	_	_	1	CONcoo
liberum	liber	Pos	Sing	_	_	Acc	Masc	2	ADJqua
seu	seu	_	_	_	_	_	_	1	CONcoo
ligatum	ligo	_	Sing	_	Par|Perf|Pass	Acc	MascNeut	2	VER
placeat	placeo	_	Sing	3	Sub|Pres|Act	_	_	_	VER
alternare	alterno	_	_	_	Inf|Pres|Act	_	_	_	VER
sermonem	sermo	_	Sing	_	_	Acc	_	_	NOM
intonare	intono	_	_	_	Inf|Pres|Act	_	_	_	VER
ambifariam	ambifarius	Pos	Sing	_	_	Acc	Fem	_	ADJqua
suppetit	suppeto	_	Sing	3	Ind|Pres|Act	_	_	_	VER
pauci	pauci	_	Plur	_	_	Nom	_	_	NOM
quos	qui	_	Plur	_	_	Acc	Masc	1	PROrel
aequus	aequus	Pos	Sing	_	_	Nom	Masc	_	ADJqua
amauit	amo	_	Sing	3	Ind|Perf|Act	_	_	_	VER
Iuppiter	Iuppiter	_	Sing	_	_	Nom	_	_	NOM
imitabuntur	imitor	_	Plur	3	Ind|Fut|Dep	_	_	_	VER

uale	ualeo	_	Sing	2	Imp|Pres|Act	_	_	_	VER

