form	lemma	Deg	Numb	Person	Mood_Tense_Voice	Case	Gend	Dis	pos
excellentibus	excellens	Pos	Plur	_	_	Abl	Com	_	ADJqua
armas	armo	_	Sing	2	Ind|Pres|Act	_	_	_	VER
artibus	ars	_	Plur	_	_	Abl	_	_	NOM
ingenium	ingenium	_	Sing	_	_	Acc	_	_	NOM
quibus	qui	_	Plur	_	_	Abl	Com	1	PROrel
ad	ad	_	_	_	_	_	_	2	PRE
ludibria	ludibrium	_	Plur	_	_	Acc	_	_	NOM
cordis	cor	_	Sing	_	_	Gen	_	_	NOM
oppugnanda	oppugno	_	Sing	_	Adj|_|Pass	Acc	Neut	_	VER
potens	potens	Pos	Sing	_	_	Nom	Com	_	ADJqua
tibi	tu	_	Sing	_	_	Dat	_	_	PROper
dimicet	dimico	_	Sing	3	Sub|Pres|Act	_	_	_	VER
et	et	_	_	_	_	_	_	2	CONcoo
tibi	tu	_	Sing	_	_	Dat	_	_	PROper
uincat	uinco	_	Sing	3	Sub|Pres|Act	_	_	_	VER
uincendi	uinco	_	Sing	_	Ger|_|Act	Gen	_	_	VER
praesens	praesens	Pos	Sing	_	_	Nom	Com	_	ADJqua
ratio	ratio	_	Sing	_	_	Nom	_	_	NOM
est	sum	_	Sing	3	Ind|Pres|Act	_	_	1	VER
si	si	_	_	_	_	_	_	2	CONsub
comminus	comminus	Pos	_	_	_	_	_	_	ADV
ipsas	ipse	_	Plur	_	_	Acc	Fem	_	PROdem
Uirtutum	Uirtus	_	Plur	_	_	Gen	_	_	NOM
facies	facies	_	Plur	_	_	Acc	_	_	NOM
et	et	_	_	_	_	_	_	2	CONcoo
conluctantia	colluctor	_	Plur	_	Par|Pres|Act	Acc	Neut	_	VER
contra	contra	Pos	_	_	_	_	_	1	ADV
uiribus	uis	_	Plur	_	_	Abl	_	_	NOM
infestis	infestus	Pos	Plur	_	_	Abl	Com	_	ADJqua
liceat	licet	_	Sing	3	Sub|Pres|Act	_	_	1	VER
portenta	portentum	_	Plur	_	_	Acc	_	_	NOM
notare	noto	_	_	_	Inf|Pres|Act	_	_	_	VER

